Applicant (student) Username,Applications ID,Employer Industry Name,Postings Apply Start Date,Postings Expiration Date Date,Student Educations Cumulative Gpa
lluo4,18653586,Internet & Software,2018-09-01,2018-10-31,3.8
ykhademi,14941103,Healthcare,2018-09-01,2018-10-01,
tmarera,18315189,Investment Banking,2018-08-31,2018-10-14,3.78
asimoya,18925939,Manufacturing - Other,2018-08-31,2018-11-07,3.63
jchoi75,16232668,Management Consulting,2018-08-31,2018-09-14,3.32
xzh116,19723349,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.7
zxu17,17412321,Electronic & Computer Hardware,2018-08-31,2018-12-31,4
dwoodyar,21403468,Manufacturing - Other,2018-08-31,2018-12-31,3.23
llin19,22335494,Civil Engineering,2018-08-31,2019-06-30,2.71
mgentil3,17807618,Healthcare,2018-08-31,2018-10-19,3.56
jdalton9,20616279,Manufacturing - Other,2018-08-31,2018-12-31,3.72
amai2,20861107,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.77
mwang54,16240517,Management Consulting,2018-08-31,2018-09-14,3.86
ckim48,24920405,Human Resources,2018-08-31,2020-07-10,3.03
cyan6,19696525,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.48
avarma6,16989564,Investment Banking,2018-08-31,2018-10-01,4
cxue4,20604382,Management Consulting,2018-08-31,2019-01-17,3.18
dbrathwa,21159967,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.5
dwong16,19816399,Manufacturing - Other,2018-08-31,2018-12-31,3.5
taktas,18639475,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.51
jzh110,20489005,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.81
kmarte,19110793,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.16
bezzat,17866096,Medical Devices,2018-08-31,2018-09-30,3.68
yzhou65,19390920,Retail Stores,2018-08-31,2018-10-31,3.63
span11,21374524,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.55
llin19,17669155,Electronic & Computer Hardware,2018-08-31,2018-12-31,2.71
rabrams,17755665,Aerospace,2018-08-31,2018-11-30,2.47
jpicken,21434885,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.05
jpicken,21296118,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.05
mwilli98,25537414,Real Estate,2018-08-31,2020-08-31,2.25
dle5,18770870,Investment Banking,2018-08-31,2018-10-14,3.23
jqi8,25390293,Human Resources,2018-08-31,2020-07-10,
twhitest,21422884,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.68
cchance2,20059894,Manufacturing - Other,2018-08-31,2018-12-31,2.05
aprotyas,19721609,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.66
fogunmol,17186293,Non-Profit - Other,2018-08-31,2018-10-01,1.75
nwies,21403773,Manufacturing - Other,2018-08-31,2018-12-31,3.88
ddang2,20906408,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.89
schalla,16789966,Electronic & Computer Hardware,2018-08-31,2018-12-31,
wlee33,17622803,Human Resources,2018-08-31,2020-07-10,3.25
ekumpf,17822886,Non-Profit - Other,2018-08-31,2018-10-01,3.8
ygong15,22138373,"Advertising, PR & Marketing",2018-08-31,2019-02-04,4
bwang40,22403020,Human Resources,2018-08-31,2020-07-10,3.2
llu10,19304765,Electronic & Computer Hardware,2018-08-31,2018-12-31,
dwoodyar,21403491,Manufacturing - Other,2018-08-31,2018-12-31,3.23
ssabha,18804132,Manufacturing - Other,2018-08-31,2018-12-31,3.59
zliang11,15849490,Management Consulting,2018-08-31,2018-09-14,3.73
jjenkin7,19659771,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.36
dchua,16191085,Manufacturing - Other,2018-08-31,2018-12-31,3.74
scatherm,19487989,Healthcare,2018-08-31,2018-11-12,
mmitrovs,15912680,Investment Banking,2018-08-31,2018-10-14,3.3
bwang42,25443215,Real Estate,2018-08-31,2020-08-31,3.35
jkim342,19318125,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.7
ukurumba,16775315,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.96
spaudel,19719118,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.17
jxu51,18888051,Electronic & Computer Hardware,2018-08-31,2018-12-31,2.48
yqin14,18058787,Healthcare,2018-08-31,2018-10-19,3.92
anunez2,16145942,Food & Beverage,2018-08-31,2018-12-01,3.37
gtacaray,16368064,Electronic & Computer Hardware,2018-08-31,2018-12-31,2.94
jcliffo7,18775810,Investment Banking,2018-08-31,2018-10-14,3.84
jqi8,19999976,Electronic & Computer Hardware,2018-08-31,2018-12-31,
ggalindo,20779084,"Advertising, PR & Marketing",2018-08-31,2019-02-04,3
xcao10,18333893,Healthcare,2018-08-31,2018-10-19,3.2
mgates7,19326773,Electronic & Computer Hardware,2018-08-31,2018-11-01,3.37
mwang74,20046708,Real Estate,2018-08-31,2018-11-15,
szhang73,17761644,Electronic & Computer Hardware,2018-08-31,2018-11-01,3.74
cyan6,19696733,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.48
strezza,20175672,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.39
xxiao6,17415761,Electronic & Computer Hardware,2018-08-31,2018-12-31,
jpelagal,18352018,Utilities and Renewable Energy,2018-08-31,2019-04-01,3.67
pnjapa,24490174,Real Estate,2018-08-31,2020-08-31,
pchen22,17194916,Manufacturing - Other,2018-08-31,2018-12-31,3.06
mmehdi2,19801904,Electronic & Computer Hardware,2018-08-31,2018-12-31,
lgerstn3,17914857,Manufacturing - Other,2018-08-31,2018-10-03,3.75
rselznic,16391712,Management Consulting,2018-08-31,2018-09-14,3.48
pnassif,18257615,Healthcare,2018-08-31,2018-10-19,3.02
mgentil3,24652754,Real Estate,2018-08-31,2020-08-31,3.56
mwang74,20321799,Manufacturing - Other,2018-08-31,2018-12-31,
jlafortu,17492881,Electronic & Computer Hardware,2018-08-31,2018-11-01,3.27
bwang28,16435596,Management Consulting,2018-08-31,2018-09-14,3.6
ypan26,21679425,Religious Work,2018-08-31,2019-05-31,3.78
sadhika4,20321941,Manufacturing - Other,2018-08-31,2018-12-31,3.9
tyu17,18698944,Investment Banking,2018-08-31,2018-10-14,3.85
pdinev,21644742,Electronic & Computer Hardware,2018-08-31,2019-02-28,3.39
jkim342,19318082,Environmental Services,2018-08-31,2018-10-31,3.7
zwang131,20177331,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.7
ssharfel,16321131,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.33
kstrick2,16222624,Biotech & Life Sciences,2018-08-31,2018-09-28,3.6
akurtz9,18178891,Investment Banking,2018-08-31,2018-10-14,2.89
hlee110,22845757,Real Estate,2018-08-31,2020-08-31,
nmccloud,15826900,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.31
rpage4,16132860,Real Estate,2018-08-31,2018-11-15,3.56
apericol,19774477,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.99
ydu17,18504279,Investment / Portfolio Management,2018-08-31,2019-04-30,3.32
mguerrag,16406515,Investment Banking,2018-08-31,2018-10-14,3.51
ohochste,19161580,Retail Stores,2018-08-31,2018-10-31,3.13
span11,20019300,Manufacturing - Other,2018-08-31,2018-12-31,3.55
xzh116,19723246,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.7
kmarte,20327930,Manufacturing - Other,2018-08-31,2018-12-31,3.16
nmccloud,15826901,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.31
ohochste,16229201,Management Consulting,2018-08-31,2018-09-14,3.13
ohochste,18596125,Investment Banking,2018-08-31,2018-10-14,3.13
yfleisch,26342765,Real Estate,2018-08-31,2020-08-31,3.13
dsandova,15995756,Internet & Software,2018-08-31,2018-10-01,3.25
ckim48,16941442,Internet & Software,2018-08-31,2018-10-01,3.03
skaveti,20672478,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.73
aosho,20803723,Electronic & Computer Hardware,2018-08-31,2018-12-31,
lkaze2,20401241,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.06
lkaze2,21385260,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.06
obagoren,21239553,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.58
jzh110,21340162,Manufacturing - Other,2018-08-31,2018-12-31,3.81
rabrams,17755077,Human Resources,2018-08-31,2020-07-10,2.47
kgarret4,21321388,Manufacturing - Other,2018-08-31,2018-12-31,3.56
zzhuang2,18686842,Healthcare,2018-08-31,2018-10-19,3.17
nmill15,18846573,Electronic & Computer Hardware,2018-08-31,2018-12-31,2.22
ydu17,16154086,Investment Banking,2018-08-31,2018-10-14,3.32
blemeneh,19896795,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.11
rashour,17277955,Utilities and Renewable Energy,2018-08-31,2018-09-30,
alau2,17992940,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.56
nadam,19204517,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.7
wwang73,19352733,Electronic & Computer Hardware,2018-08-31,2018-12-31,
tcohavi,23630724,Non-Profit - Other,2018-08-31,2019-08-30,2.82
aho7,19478040,Electronic & Computer Hardware,2018-08-31,2018-12-31,4
atugnawa,19045453,Manufacturing - Other,2018-08-31,2018-10-23,
rpage4,16133401,Manufacturing - Other,2018-08-31,2018-10-03,3.56
cyan6,19696716,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.48
paguila2,19217102,Civil Engineering,2018-08-31,2019-06-30,2.44
schalla,18967752,Electronic & Computer Hardware,2018-08-31,2018-12-31,
jpicken,21430724,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.05
rpage4,18088968,Manufacturing - Other,2018-08-31,2018-12-31,3.56
dwong16,19816930,Manufacturing - Other,2018-08-31,2018-12-31,3.5
slee202,25083317,Non-Profit - Other,2018-08-31,2019-08-30,3.47
hlee110,15978159,Management Consulting,2018-08-31,2018-09-14,
azimme15,17303931,Electronic & Computer Hardware,2018-08-31,2018-11-01,3.45
spaudel,18977527,Human Resources,2018-08-31,2020-07-10,3.17
kmarti20,19783112,Legal & Law Enforcement,2018-08-31,2018-12-31,2.88
ukurumba,15921052,Biotech & Life Sciences,2018-08-31,2018-10-14,3.96
hmamnoon,20695663,"Advertising, PR & Marketing",2018-08-31,2018-12-31,3.98
eklapija,24171885,Real Estate,2018-08-31,2020-08-31,2.15
obagoren,21239606,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.58
wzhou17,18867361,Electronic & Computer Hardware,2018-08-31,2018-12-31,
lkaze2,19296083,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.06
btait2,20953325,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.35
sgoettle,18661482,Healthcare,2018-08-31,2018-10-19,3.58
ukurumba,15935788,Biotech & Life Sciences,2018-08-31,2018-10-14,3.96
jpicken,21287717,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.05
ukurumba,15935793,Biotech & Life Sciences,2018-08-31,2018-10-14,3.96
mholm15,16416841,Investment Banking,2018-08-31,2018-10-14,3.14
xzh116,19772240,Human Resources,2018-08-31,2020-07-10,3.7
aosho,18809848,Electronic & Computer Hardware,2018-08-31,2018-12-31,
dkiselev,21044461,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.18
sntshang,16740946,Management Consulting,2018-08-31,2018-09-14,2.74
dkiselev,19591254,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.18
sbudker,18424453,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.9
dchua,16127858,Manufacturing - Other,2018-08-31,2018-12-31,3.74
dlevin4,15854490,Management Consulting,2018-08-31,2018-09-14,3.98
bneupane,19011652,Electronic & Computer Hardware,2018-08-31,2018-11-01,3.57
bwang42,18272552,Investment Banking,2018-08-31,2018-10-14,3.35
dwoodyar,21403217,Manufacturing - Other,2018-08-31,2018-12-31,3.23
mgates7,19326982,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.37
mabdeen,20600694,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.74
ohochste,20008385,Real Estate,2018-08-31,2018-11-15,3.13
asayeed,17439816,Electronic & Computer Hardware,2018-08-31,2019-01-25,3.3
bcharlam,26715767,"Advertising, PR & Marketing",2018-08-31,2019-09-30,3.32
lzhu12,20877235,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.7
fwu12,17397783,Other Industries,2018-08-31,2018-10-15,3.4
ktanaka5,17854083,Investment Banking,2018-08-31,2018-10-14,3.42
btait2,20953533,Manufacturing - Other,2018-08-31,2018-12-31,3.35
rkuthial,16706435,Manufacturing - Other,2018-08-31,2018-10-31,2.42
jostroff,19968057,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.43
omatloga,21415149,Healthcare,2018-08-31,2018-12-31,3.37
asm142,18085319,Healthcare,2018-08-31,2018-10-19,2.65
ljin12,21379362,Manufacturing - Other,2018-08-31,2018-12-31,3.32
aselmi,17518694,Electronic & Computer Hardware,2018-08-31,2018-12-31,2.51
jtian,12051501,Environmental Services,2018-08-31,2018-10-31,3.8
bwang28,16455513,Medical Devices,2018-08-31,2018-10-31,3.6
rchai,22535978,Human Resources,2018-08-31,2020-07-10,
jostroff,20664615,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.43
yzhou65,23809601,Investment / Portfolio Management,2018-08-31,2019-04-30,3.63
jzh135,21318077,Electronic & Computer Hardware,2018-08-31,2018-12-31,3.5
abhairo,19693917,Manufacturing - Other,2018-08-31,2018-12-31,3.85
dchua,20338440,Manufacturing - Other,2018-08-31,2018-12-31,3.74
aselmi,17515841,Electronic & Computer Hardware,2018-08-31,2018-12-31,2.51
tgui,20466421,Manufacturing - Other,2018-08-31,2018-12-31,2.61
wsehnert,22395673,Research,2018-08-30,2019-01-31,3.71
ausef,25526775,Civil Engineering,2018-08-30,2019-05-20,3.64
ohochste,18370115,Manufacturing - Other,2018-08-30,2019-01-01,3.13
nwies,19410353,Investment Banking,2018-08-30,2018-11-01,3.88
rracico3,20807430,Internet & Software,2018-08-30,2019-12-31,2.85
ohochste,17739389,Investment / Portfolio Management,2018-08-30,2018-11-30,3.13
xli125,22466785,Internet & Software,2018-08-30,2019-12-31,3.8
lbui3,20999358,Internet & Software,2018-08-30,2019-12-31,3.75
nlong3,20292313,Research,2018-08-30,2018-11-30,3.21
yzhou65,19475363,Research,2018-08-30,2018-11-30,3.63
tcook7,18772913,Civil Engineering,2018-08-30,2019-05-20,2.8
pphill10,18845145,Manufacturing - Other,2018-08-30,2018-10-31,3.94
vnieto,18891671,CPG - Consumer Packaged Goods,2018-08-30,2018-10-26,1.36
span11,20019504,Retail Stores,2018-08-30,2018-11-30,3.55
apericol,19844897,Civil Engineering,2018-08-30,2019-05-20,3.99
tsingh8,16190972,Investment / Portfolio Management,2018-08-30,2018-11-30,3.62
span11,15762539,Investment Banking,2018-08-30,2018-11-01,3.55
aregels2,17288630,Non-Profit - Other,2018-08-30,2018-09-30,2.4
iwright3,17086946,Manufacturing - Other,2018-08-30,2018-10-31,3.37
yzh269,23583763,Internet & Software,2018-08-30,2019-12-31,4
dlomaki2,20262682,Internet & Software,2018-08-30,2019-12-31,3.68
jdenn11,19892219,Insurance,2018-08-30,2018-11-19,3.51
uohajekw,20301321,Internet & Software,2018-08-30,2019-12-31,3.08
ikumar,19253752,Investment / Portfolio Management,2018-08-30,2018-11-30,3.64
skaveti,19928224,Internet & Software,2018-08-30,2019-12-31,3.73
cziring,17929742,Legal & Law Enforcement,2018-08-30,2018-09-30,3.45
schittel,21360346,Internet & Software,2018-08-30,2019-12-31,
span11,19018570,Environmental Services,2018-08-30,2018-10-19,3.55
lluo4,20693614,Internet & Software,2018-08-30,2018-12-30,3.8
bkuehner,22581049,Research,2018-08-30,2019-01-31,3.93
msnarsk2,17467024,Biotech & Life Sciences,2018-08-30,2018-09-28,3.97
ssharfel,18385993,Research,2018-08-30,2018-11-30,3.33
szainula,22628016,Internet & Software,2018-08-30,2019-12-31,3.49
akotelsk,16022173,K-12 Education,2018-08-30,2018-10-23,3.95
gwahba,15921092,Investment Banking,2018-08-30,2018-10-08,3.76
jjenkin7,19622586,Research,2018-08-30,2019-01-31,3.36
alau2,17992830,,2018-08-30,2018-11-01,3.56
obagoren,16844581,,2018-08-30,2018-11-01,3.58
szhang73,18919497,Manufacturing - Other,2018-08-30,2018-10-31,3.74
osoufan,14124292,,2018-08-30,2018-11-01,3.62
tchen44,15817578,Commercial Banking & Credit,2018-08-30,2018-09-10,2.4
nwies,19410294,Investment Banking,2018-08-30,2018-11-01,3.88
gzheng4,17767172,Internet & Software,2018-08-30,2019-12-31,3.59
cbendavi,19051456,Manufacturing - Other,2018-08-30,2018-10-31,2.9
schen94,16422035,"Advertising, PR & Marketing",2018-08-30,2018-09-30,3.24
twhitest,21477834,Research,2018-08-30,2019-01-31,3.68
vdey,16535905,Environmental Services,2018-08-30,2018-10-19,2.87
skirui,18496092,Investment Banking,2018-08-30,2018-10-08,2.51
hgong5,19166279,Internet & Software,2018-08-30,2018-12-30,3.1
azimme15,17301722,Internet & Software,2018-08-30,2019-12-31,3.45
sshahrin,26867674,Internet & Software,2018-08-30,2019-12-31,3.08
jbui,14031189,,2018-08-30,2018-11-01,3.25
dle8,23175534,Internet & Software,2018-08-30,2019-12-31,3.79
jpark177,21794368,Research,2018-08-30,2019-01-31,
jzh110,20488221,Internet & Software,2018-08-30,2019-12-31,3.81
mhickman,24542619,Internet & Software,2018-08-30,2019-12-31,3.79
lhall15,21315314,Research,2018-08-30,2019-01-31,3.34
blemeneh,19820514,Retail Stores,2018-08-30,2018-11-30,3.11
schalla,18737847,Internet & Software,2018-08-30,2018-12-30,
athankso,20099282,Internet & Software,2018-08-30,2019-12-31,3.38
axu4,14791133,,2018-08-30,2018-11-01,2.91
athankso,20099107,Internet & Software,2018-08-30,2019-12-31,3.38
apage7,15938877,Commercial Banking & Credit,2018-08-30,2018-09-10,1.47
wsehnert,22392727,Research,2018-08-30,2019-01-31,3.71
mtang13,18203594,Investment / Portfolio Management,2018-08-30,2018-11-30,3.96
jzh110,20588867,Civil Engineering,2018-08-30,2019-05-20,3.81
mgates7,19804433,Research,2018-08-30,2018-11-30,3.37
bneupane,17946815,Internet & Software,2018-08-30,2019-12-31,3.57
mmitrovs,18702435,Investment / Portfolio Management,2018-08-30,2018-11-30,3.3
mfioriti,16229988,Biotech & Life Sciences,2018-08-30,2018-09-28,3.93
mholm15,20126126,Investment / Portfolio Management,2018-08-30,2018-11-30,3.14
avarma6,16225487,Internet & Software,2018-08-30,2018-12-30,4
rdigate,15327569,Manufacturing - Other,2018-08-30,2018-10-31,2.73
iwright3,17085984,,2018-08-30,2018-11-01,3.37
jbrone,21399642,Civil Engineering,2018-08-30,2019-05-20,3.74
xxiao6,17650026,Internet & Software,2018-08-30,2018-12-30,
znan,21298504,Research,2018-08-30,2019-01-31,3.87
bneupane,19136300,Insurance,2018-08-30,2018-11-19,3.57
rpecorar,17909857,Investment Banking,2018-08-30,2018-10-08,3.32
jkim342,21689827,Research,2018-08-30,2019-01-31,3.7
smushtaq,25696929,Internet & Software,2018-08-30,2019-12-31,4
mrosen21,25404585,Internet & Software,2018-08-30,2019-12-31,4
snwabunw,24692341,Civil Engineering,2018-08-30,2019-05-20,
btoops,25980142,Internet & Software,2018-08-30,2019-12-31,3.89
jchoi75,19173894,Investment Banking,2018-08-30,2018-11-01,3.32
jfan14,21876584,Internet & Software,2018-08-30,2019-03-07,3.42
rdigate,14835120,,2018-08-30,2018-11-01,2.73
mumeora,20253876,Internet & Software,2018-08-30,2019-12-31,3.94
jchoi75,17448018,Manufacturing - Other,2018-08-30,2019-01-01,3.32
agoldfa7,23844348,Internet & Software,2018-08-30,2019-12-31,3.5
zyou5,22294973,Research,2018-08-30,2019-01-31,3.56
mholm15,20124459,Investment / Portfolio Management,2018-08-30,2018-11-30,3.14
span11,20182776,Internet & Software,2018-08-30,2019-12-31,3.55
rmcevoy,13973256,,2018-08-30,2018-11-01,3.4
slu24,19633942,Research,2018-08-30,2018-11-30,2.83
yshen28,20488633,Investment / Portfolio Management,2018-08-30,2018-11-30,3.56
pphill10,18843584,Internet & Software,2018-08-29,2018-11-30,3.94
lkeshish,21473318,Internet & Software,2018-08-29,2019-06-28,3.63
jostroff,19682767,Internet & Software,2018-08-29,2018-11-26,3.43
marinark,24893829,Internet & Software,2018-08-29,2019-06-28,3.53
bneupane,17947518,Internet & Software,2018-08-29,2018-11-30,3.57
nlong3,20292276,Research,2018-08-29,2018-11-30,3.21
mshan,20330588,Internet & Software,2018-08-29,2019-06-28,3.42
jyoung32,23466390,Internet & Software,2018-08-29,2019-06-28,3.96
llin25,14054670,Non-Profit - Other,2018-08-29,2018-10-01,3.8
bwang42,20401281,Management Consulting,2018-08-29,2019-12-31,3.35
mibrahi6,20496395,Internet & Software,2018-08-29,2019-06-28,
ohochste,19161348,"Journalism, Media & Publishing",2018-08-29,2019-02-28,3.13
span11,20213338,Research,2018-08-29,2018-11-30,3.55
marinark,24893866,Internet & Software,2018-08-29,2019-06-28,3.53
lluo4,20541241,Computer Networking,2018-08-29,2018-12-11,3.8
hzhang90,15748876,Internet & Software,2018-08-29,2018-11-30,
yzhou65,21685159,"Journalism, Media & Publishing",2018-08-29,2019-02-28,3.63
hcastil2,18302080,"Advertising, PR & Marketing",2018-08-29,2018-10-29,0.57
sbelitzk,24472071,Defense,2018-08-29,2019-08-29,
lluo4,20687632,Computer Networking,2018-08-29,2018-12-27,3.8
jmontag2,17938462,Manufacturing - Other,2018-08-29,2018-10-31,3.61
jchoi75,19175290,Internet & Software,2018-08-29,2018-11-30,3.32
rdigate,15591055,Manufacturing - Other,2018-08-29,2018-11-30,2.73
ohochste,20383689,Internet & Software,2018-08-29,2018-11-30,3.13
sshahrin,20763857,Internet & Software,2018-08-29,2019-06-28,3.08
jhu40,24566894,Internet & Software,2018-08-29,2019-06-28,3.9
cacevesr,23238788,Internet & Software,2018-08-29,2019-06-28,2.99
